,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1474,47,1,1207,1,5,3,3,1,0,94,1,4,1,2,1,17242,2673,1,0,15,3,1,0,28,2,2,26,10,3,10,1
1475,26,1,1075,2,12,1,4,2,0,71,2,1,6,3,1,2617,14597,1,1,14,3,3,0,4,3,2,4,3,0,1,1
1476,37,1,328,1,11,3,2,1,0,62,2,2,6,2,1,5475,17577,3,0,12,3,1,0,8,3,1,6,2,2,2,1
1477,33,1,719,1,23,3,3,1,1,60,3,2,7,4,1,5567,21122,1,0,11,3,3,0,10,3,2,9,7,0,7,1
1478,29,1,665,1,1,2,4,1,0,68,1,1,5,2,1,2241,3868,6,1,13,3,3,0,9,3,3,6,6,2,6,1
1479,34,1,1110,1,9,3,3,1,0,51,2,1,7,1,2,4461,10056,7,0,19,3,1,0,9,2,3,4,3,0,3,1
1480,32,2,189,2,18,3,5,3,0,85,3,1,6,1,0,2027,16259,2,1,17,3,1,1,8,2,2,8,2,5,6,1
1481,27,1,1437,1,1,1,2,2,1,86,3,1,5,1,0,3010,16206,0,0,11,3,2,1,5,3,3,3,2,0,2,1
1482,54,1,651,1,2,2,3,3,0,74,2,5,1,1,1,19856,21939,4,0,13,3,4,1,25,2,3,9,3,1,4,1
1483,29,1,808,2,6,3,2,2,0,39,2,1,8,3,0,3334,17288,3,1,13,3,1,1,10,1,2,7,7,6,6,1
1484,41,1,408,2,2,2,4,3,1,87,2,1,6,1,0,2337,10927,0,1,14,3,2,2,5,1,2,4,2,1,2,1
1485,32,2,255,1,21,3,4,4,0,87,3,1,5,2,0,2081,16728,1,1,18,3,1,0,8,3,2,8,2,5,6,1
1486,33,1,473,2,8,3,4,2,1,93,3,1,7,3,1,3777,21408,4,0,13,3,2,0,6,2,1,2,2,1,2,1
1487,27,1,670,1,2,3,3,1,1,40,2,1,6,3,1,5260,26537,5,1,12,3,2,1,4,2,3,3,2,1,2,1
1488,23,1,1233,2,3,2,3,3,1,38,2,1,7,4,1,3355,4452,0,1,13,3,2,1,4,3,3,4,4,2,3,1
1489,52,1,553,1,9,4,2,3,0,67,2,3,4,3,0,10356,15157,1,0,15,3,2,1,30,3,3,24,5,1,6,1
1490,49,1,313,2,3,2,2,4,1,56,3,1,6,2,2,2477,26194,3,0,23,4,1,0,5,3,3,1,0,0,0,1
1491,29,1,177,1,23,2,2,2,0,47,3,3,5,4,1,7616,24109,0,0,19,3,3,2,9,2,2,9,4,2,8,1
1492,18,2,1265,1,6,2,3,2,1,69,2,1,5,2,2,1834,8057,1,1,14,3,4,0,0,3,3,0,0,0,0,1
1493,22,1,396,1,6,3,5,3,1,91,3,1,5,3,0,2140,25123,1,0,19,3,2,0,2,2,3,2,1,0,1,1
1494,36,1,1189,1,13,4,2,1,1,90,2,2,7,1,0,5699,8390,5,0,13,3,2,2,13,3,2,1,1,1,1,1
1495,29,1,930,2,14,3,4,1,1,57,2,1,6,2,1,2304,3004,3,1,18,3,1,0,5,0,2,2,1,2,1,1
1496,26,1,1335,0,21,3,1,1,0,52,2,1,5,2,0,2725,19503,1,0,14,3,1,0,1,1,2,1,0,0,0,1
1497,25,1,1017,1,19,2,3,2,1,36,2,1,5,2,0,2401,18984,1,0,18,3,3,2,1,1,2,1,0,0,0,1
1498,23,2,1116,0,14,3,2,2,0,61,2,1,5,2,1,2892,19662,1,0,14,3,1,0,1,3,3,1,0,0,0,1
1499,44,1,894,1,7,3,4,2,1,59,2,3,7,1,1,9307,21532,9,0,18,3,3,0,12,2,2,10,9,6,3,1
1500,35,1,331,2,8,2,4,3,0,75,2,1,6,2,1,3323,21751,0,0,17,3,1,0,3,0,2,1,0,0,0,1
1501,40,1,889,2,15,2,5,2,0,72,1,1,6,1,1,4278,4622,3,1,20,3,1,1,8,3,3,8,2,5,5,1
1502,39,1,1148,1,2,2,4,3,0,52,3,2,7,3,1,5406,18157,4,1,16,3,1,0,11,2,1,2,0,0,1,1
1503,20,1,566,0,5,2,2,1,1,48,2,1,4,3,1,2533,18510,1,0,13,3,3,0,1,2,3,1,0,0,0,1
1504,30,1,685,2,1,2,4,3,1,69,2,1,8,3,2,3762,9482,0,0,14,3,3,0,4,2,1,2,2,1,2,1
1505,19,1,489,0,2,2,2,1,1,51,2,1,4,3,1,2563,18437,1,0,12,3,3,0,1,2,3,1,0,0,0,1
1506,26,1,813,2,8,2,5,2,0,81,1,1,6,2,1,2213,3630,4,0,13,3,2,0,5,3,2,4,3,1,3,1
1507,34,1,135,2,4,3,3,2,0,58,3,1,7,2,2,2430,25799,0,0,18,3,1,0,4,3,3,2,1,0,1,1
1508,30,1,793,1,11,3,4,2,0,90,3,1,5,3,1,1255,16129,1,0,14,3,2,0,2,3,2,2,0,1,1,1
1509,19,1,493,0,2,2,2,1,0,52,2,1,4,3,2,2564,18435,1,0,12,3,2,0,1,2,3,1,0,0,0,1
1510,34,1,748,1,13,2,4,1,1,59,1,2,7,3,0,5529,22209,5,1,15,3,4,1,7,2,2,2,2,1,2,1
1511,35,1,1156,0,8,3,2,1,0,56,3,1,4,2,1,2613,3131,1,0,14,3,3,0,3,0,2,2,2,1,2,1
1512,51,1,1299,2,6,3,5,1,1,43,3,1,6,3,1,2479,10321,7,0,12,3,3,2,16,2,3,9,0,1,5,1
1513,19,1,484,0,3,2,2,1,0,52,2,1,4,3,1,2563,18430,1,0,12,3,2,0,1,2,4,1,0,0,0,1
1514,34,1,890,1,11,3,1,3,0,36,3,1,7,3,2,4554,10400,3,0,23,4,1,0,12,2,4,10,8,5,6,1
1515,51,0,726,1,5,4,2,2,0,81,2,3,3,3,1,10582,14953,0,0,16,3,2,0,32,3,2,28,6,0,7,1
1516,46,1,391,1,8,3,2,1,0,53,2,3,6,4,0,10100,15902,3,0,11,3,1,1,28,1,3,8,7,3,3,1
1517,38,0,867,1,4,1,4,1,0,95,1,1,5,1,0,2134,20380,5,0,17,3,1,0,4,2,1,0,0,0,0,1
1518,23,1,1307,2,4,1,2,2,0,88,2,1,8,2,2,3949,9326,5,0,17,3,2,0,5,2,3,2,2,0,2,1
1519,27,2,685,2,7,1,2,3,1,72,3,1,6,1,1,2920,6453,0,0,18,3,3,0,5,3,2,4,3,0,3,1
1520,31,1,519,2,2,2,5,1,0,90,3,1,8,3,1,3658,21107,6,0,13,3,2,0,7,2,1,2,2,1,2,1
1521,41,2,706,1,5,2,4,3,0,93,2,1,5,3,1,2706,11795,3,0,12,3,3,1,12,3,3,5,4,4,4,1
1522,26,1,474,0,22,1,0,3,1,51,2,1,4,2,1,1339,11147,1,0,13,3,3,0,1,2,3,1,0,0,0,1
1523,24,1,1179,2,16,3,4,1,0,46,2,1,8,3,0,2557,19507,1,0,19,3,2,0,1,1,2,1,0,0,0,1
1524,25,1,1388,2,12,3,4,1,0,48,3,1,8,2,0,2563,14175,1,1,14,3,4,1,5,2,3,4,2,0,2,1
1525,39,0,1474,1,18,3,2,2,1,75,3,2,7,2,1,4525,23397,5,0,15,3,2,0,12,2,3,4,2,1,2,1
1526,29,1,720,2,14,1,4,2,0,75,2,1,6,3,2,2400,15055,1,1,13,3,2,0,5,2,2,4,2,0,1,1
1527,29,1,554,1,13,3,4,2,1,76,2,1,5,1,1,2117,14586,1,0,16,3,3,0,1,2,3,1,0,0,0,1
1528,27,1,825,2,5,3,4,1,0,71,3,1,8,1,1,4098,9726,5,0,16,3,2,0,7,3,3,3,2,0,2,1
1529,30,1,168,1,17,2,4,3,0,44,1,1,6,3,1,2138,12710,3,0,14,3,2,0,4,3,2,3,2,0,1,1
1530,31,1,747,1,25,4,3,1,1,63,3,2,6,3,1,5625,21074,1,1,11,3,3,0,10,3,2,10,6,0,7,1
1531,37,1,798,2,7,3,2,2,1,81,3,2,5,2,0,4845,7741,5,0,12,3,1,1,7,2,2,3,1,0,2,1
1532,31,1,975,2,20,3,4,1,1,56,2,1,6,2,1,2308,2998,3,1,19,3,1,0,5,0,2,2,1,2,1,1
1533,31,1,540,1,3,3,3,3,0,82,2,2,7,2,2,9900,25847,6,1,11,3,3,0,6,2,2,2,1,2,2,1
1534,33,1,831,1,13,3,3,4,0,71,3,2,7,3,1,4720,23112,0,0,18,3,2,1,6,1,2,6,2,2,1,1
1535,30,1,219,1,7,3,4,1,0,34,2,1,5,2,2,1306,22249,1,0,12,3,3,0,1,3,3,1,0,0,0,1
1536,34,1,786,2,13,3,4,3,1,63,3,1,8,3,1,2354,22086,4,0,13,3,2,0,9,2,1,5,4,0,3,1
1537,24,1,387,1,5,1,2,2,1,39,3,1,5,2,2,2680,4735,1,0,13,3,2,0,3,2,2,3,2,2,2,1
1538,38,1,351,2,20,3,4,3,1,90,2,1,6,1,1,3800,22078,0,0,13,3,1,0,5,1,2,4,1,0,2,1
1539,25,1,1251,2,17,1,2,3,0,57,3,1,6,3,2,2709,8675,1,0,18,3,1,0,6,2,2,6,4,4,4,1
1540,37,1,614,1,2,3,4,1,1,45,2,3,7,2,0,10621,15005,4,0,11,3,2,0,17,2,1,13,1,10,6,1
1541,31,1,541,2,3,3,4,4,0,35,3,1,5,2,2,4097,4240,1,0,12,3,1,0,7,2,1,7,2,6,7,1
1542,26,2,887,2,5,2,4,3,0,87,2,1,6,3,0,2373,20888,1,1,13,3,1,0,7,2,3,7,6,1,6,1
1543,33,1,1332,1,10,4,3,2,1,84,2,2,7,1,0,6059,8607,4,1,12,3,2,2,14,2,3,3,3,3,2,1
1544,39,1,409,2,5,2,2,3,1,51,3,1,6,3,1,2304,3511,8,0,18,3,3,0,6,4,2,4,3,3,2,1
1545,36,0,959,2,13,3,2,3,1,85,1,1,6,1,1,2319,14505,1,0,20,3,2,0,6,2,3,4,2,2,0,1
1546,36,2,369,1,6,2,3,4,0,44,1,1,5,3,0,2405,12161,0,0,15,3,3,1,5,3,2,3,2,2,1,1
1547,45,1,1013,1,11,3,4,2,0,67,3,3,5,2,1,7566,14035,3,0,17,3,3,2,12,2,3,8,7,0,6,1
1548,49,1,1126,2,16,3,5,2,1,96,3,1,6,3,2,2777,10569,1,0,13,3,3,0,5,3,3,5,3,0,1,1
1549,25,1,1023,1,18,2,2,3,1,34,2,1,5,2,0,2399,18792,2,0,16,3,2,2,2,2,2,1,0,0,0,1
1550,28,1,1168,2,10,1,3,2,0,53,1,1,6,2,1,3813,4645,1,1,18,3,2,0,8,4,3,8,4,5,6,1
1551,45,1,802,1,1,3,2,2,0,69,2,1,7,2,2,4266,17221,2,1,17,3,3,0,7,3,3,0,0,0,0,1
1552,51,1,875,2,4,3,3,3,0,71,3,5,0,1,1,19784,20033,4,0,12,3,4,0,23,1,3,9,5,4,4,1
1553,25,1,1441,1,2,1,2,1,0,62,3,1,5,2,2,3197,21953,1,1,16,3,2,0,5,4,2,4,3,0,3,1
1554,28,1,270,1,6,3,4,1,0,37,2,1,5,2,2,1441,22213,1,0,12,3,3,0,1,3,3,1,0,0,0,1
1555,38,1,901,1,2,2,5,2,0,89,2,2,7,3,1,6035,19775,7,1,12,3,1,0,8,0,1,6,4,1,5,1
1556,50,1,433,1,24,3,2,3,0,43,2,3,6,1,0,10773,16354,3,0,13,3,2,1,21,3,3,6,2,1,1,1
1557,25,1,618,2,6,1,3,2,0,35,2,1,4,2,0,4042,10037,0,1,20,3,1,1,4,2,3,3,2,0,2,1
1558,34,1,1130,1,4,3,2,3,0,85,3,3,7,1,2,9506,10315,0,1,21,4,1,0,9,2,2,7,6,3,6,1
1559,32,1,1055,2,12,1,3,3,0,58,2,1,7,1,1,2417,15797,4,1,16,3,3,0,3,5,3,1,0,0,0,1
1560,54,1,709,1,2,2,3,3,0,77,2,5,1,1,1,19858,21358,4,0,13,3,4,1,24,2,3,5,2,1,4,1
1561,29,1,558,1,17,2,2,3,1,45,3,1,5,1,2,1652,10495,0,0,19,3,2,0,2,1,3,1,0,0,0,1
1562,48,1,1029,1,7,3,4,3,1,81,1,4,5,2,1,14131,23651,6,0,11,3,3,0,24,2,1,19,4,11,8,1
1563,27,1,270,0,18,1,0,3,1,64,1,1,4,2,0,1679,11506,1,0,11,3,3,1,1,2,2,1,0,0,0,1
1564,33,1,811,1,14,3,3,4,0,71,3,2,7,3,1,4707,23133,0,0,18,3,2,1,6,1,2,6,2,2,1,1
1565,37,1,300,2,10,2,4,2,0,76,3,1,6,2,0,2249,11288,2,1,11,3,2,1,6,2,2,5,2,1,2,1
1566,32,1,572,1,19,3,4,2,0,69,1,2,7,3,1,4572,24411,2,1,12,3,3,1,4,1,2,2,2,2,2,1
1567,39,1,915,1,8,2,3,2,0,90,2,1,6,2,1,2489,3631,1,0,13,3,2,0,2,2,2,2,1,0,1,1
1568,31,2,639,2,10,3,4,3,0,39,2,1,6,3,2,4209,3852,1,0,14,3,1,0,9,2,1,8,3,5,7,1
1569,33,1,747,2,11,2,4,2,0,54,3,1,8,3,1,2486,22029,5,0,14,3,2,0,8,2,1,5,4,0,4,1
1570,32,2,722,2,18,3,4,2,0,45,2,1,6,3,2,4340,3533,1,0,18,3,1,0,11,3,2,10,5,4,7,1
1571,32,1,485,2,2,4,1,3,1,65,2,1,6,3,1,2574,5118,1,1,12,3,3,0,9,2,2,9,8,5,7,1
1572,29,1,399,1,22,1,4,4,0,46,2,2,6,1,1,7426,11143,1,0,13,3,1,1,11,2,1,10,7,3,9,1
1573,27,1,974,2,1,3,2,3,0,82,2,1,6,3,2,2180,19760,0,0,14,3,3,0,6,1,2,5,1,1,4,1
1574,33,1,651,2,8,2,4,2,0,49,3,1,8,2,1,2561,21852,5,0,16,3,2,0,10,2,2,6,5,0,5,1
1575,32,1,576,2,1,3,4,3,0,59,2,1,8,2,2,3786,9648,0,0,14,3,3,0,4,2,1,3,2,0,2,1
1576,25,1,1260,1,20,2,3,1,1,36,2,1,7,2,0,2382,19286,1,0,19,3,3,1,1,0,2,1,0,0,0,1
1577,29,1,132,1,26,3,3,2,0,35,2,2,7,3,1,7587,24440,1,0,21,3,3,2,9,3,2,9,3,0,8,1
1578,48,1,1419,2,27,2,4,1,1,96,2,1,7,1,2,4265,22682,2,0,19,3,1,0,19,2,3,4,2,0,3,1
1579,32,1,684,2,7,3,2,3,1,67,3,1,6,3,1,2651,5671,1,0,12,3,3,0,6,3,2,6,5,4,5,1
1580,36,0,626,2,7,2,4,2,1,42,2,1,6,1,1,2362,10324,2,1,19,3,1,0,8,0,3,5,1,1,3,1
1581,49,1,316,1,17,3,4,3,0,68,3,3,4,2,1,12060,2948,0,0,12,3,2,0,30,2,2,30,9,13,10,1
1582,33,2,908,2,13,3,4,3,0,60,3,1,6,3,0,2824,20138,4,1,14,3,3,0,4,3,3,1,1,1,1,1
1583,30,2,1029,1,2,2,5,3,0,55,2,1,5,2,2,2224,8300,1,1,11,3,1,0,2,2,3,2,1,1,1,1
1584,50,1,515,1,5,1,4,2,1,42,2,2,7,4,1,5228,21659,4,0,15,3,3,0,10,2,2,7,5,5,2,1
1585,32,1,519,2,4,3,4,4,0,38,3,1,5,2,2,4112,4339,1,0,12,3,1,0,7,2,1,7,2,5,7,1
1586,50,1,849,1,4,4,2,3,1,82,2,2,6,2,1,4826,17480,2,0,14,3,2,0,7,3,2,3,0,3,3,1
1587,36,2,472,2,9,2,3,1,0,43,3,1,6,3,1,2434,15428,5,1,14,3,2,0,7,2,3,2,0,0,1,1
1588,29,2,447,2,5,3,4,1,1,52,2,1,6,1,1,2131,15400,6,1,14,3,2,1,6,2,3,2,1,0,1,1
1589,28,1,1049,1,3,3,3,1,0,82,1,1,6,3,1,3657,24920,5,0,13,3,3,0,5,3,2,3,2,1,2,1
1590,46,2,838,1,2,3,1,3,0,76,3,2,7,2,2,4876,17284,3,0,13,3,3,0,5,4,2,0,0,0,0,1
1591,32,0,792,1,3,1,3,1,0,96,1,1,5,1,0,2188,20553,3,0,18,3,1,0,3,3,2,0,0,0,0,1
1592,43,0,757,1,1,3,3,2,0,66,2,1,7,1,2,4133,17212,2,1,18,3,2,0,8,2,3,0,0,0,0,1
1593,33,1,474,2,8,3,4,2,1,93,3,1,7,3,1,3776,21401,4,0,13,3,2,0,6,2,1,2,2,1,2,1
1594,35,1,725,1,1,2,4,1,0,73,1,1,5,2,1,2370,3851,5,1,13,3,3,0,7,3,3,5,5,2,5,1
1595,40,1,304,1,25,3,3,4,1,56,2,3,7,1,1,9183,17202,2,1,12,3,2,0,9,2,3,4,3,1,0,1
1596,30,0,1230,1,23,2,1,2,0,61,2,3,2,1,1,9163,12059,3,0,13,3,1,1,10,2,2,7,5,0,6,1
1597,51,1,1140,2,19,2,5,1,1,96,3,1,7,3,2,2704,10451,1,0,14,3,3,0,5,3,3,4,2,0,0,1
1598,31,1,638,1,13,4,3,2,1,78,1,1,5,1,1,2133,14466,1,0,19,3,2,1,2,2,3,2,0,1,0,1
1599,28,1,1453,1,6,1,2,1,0,68,2,1,5,1,2,3411,22114,1,0,16,3,1,0,8,3,3,4,3,1,3,1
1600,40,1,238,1,18,2,4,2,0,69,3,2,4,1,1,8765,10509,3,0,21,4,3,0,12,2,3,5,3,1,3,1
1601,30,1,781,0,1,2,4,2,1,65,2,2,6,1,1,9764,5125,1,0,11,3,4,1,10,3,3,10,7,5,6,1
1602,30,1,710,1,1,3,5,2,0,49,1,1,5,2,2,1362,16226,1,0,12,3,1,0,1,3,2,1,0,0,0,1
1603,30,1,323,1,4,3,4,2,0,54,3,1,6,1,0,1957,26757,1,0,14,3,2,1,1,2,2,1,0,0,0,1
1604,34,1,443,2,7,3,4,4,0,48,3,1,4,1,2,4163,4669,1,0,13,3,1,0,8,3,1,8,2,2,7,1
1605,28,2,416,1,8,3,5,1,1,68,2,1,5,1,1,2035,14733,2,0,16,3,2,1,2,2,3,1,0,0,0,1
1606,28,1,861,2,6,3,4,1,0,65,3,1,8,1,1,4116,9813,6,0,17,3,1,0,8,3,3,3,3,0,3,1
1607,31,2,533,2,19,3,4,1,1,65,3,3,2,3,0,9826,22904,3,0,11,3,1,0,12,2,3,1,0,0,0,1
1608,45,1,643,1,4,2,4,1,1,93,2,2,7,3,1,5413,19536,7,1,12,3,3,0,21,2,3,2,0,0,1,1
1609,24,1,693,1,2,2,4,1,0,64,3,1,6,3,1,4577,24785,9,0,14,3,1,0,4,3,3,2,2,2,0,1
1610,26,1,126,1,7,3,4,2,0,71,3,1,6,2,2,2531,25612,0,0,16,3,2,0,2,1,3,2,1,0,1,1
1611,51,1,536,2,5,3,4,3,1,37,3,4,0,2,1,17820,25472,7,1,12,3,4,0,33,2,3,24,12,11,7,1
1612,32,1,525,2,1,4,1,3,1,63,2,1,6,3,1,2681,5203,1,1,12,3,3,0,9,2,2,9,8,6,7,1
1613,29,1,395,0,9,3,0,1,1,49,2,1,4,2,0,2315,3264,5,1,18,3,3,1,3,3,3,1,1,1,0,1
1614,33,2,1261,1,6,3,2,1,1,73,2,1,5,3,1,2748,15692,5,0,15,3,4,1,5,3,3,2,1,0,1,1
1615,21,1,589,1,14,2,3,4,1,40,3,1,5,1,1,1739,26896,1,0,19,3,2,0,0,2,2,0,0,0,0,1
1616,34,1,389,2,5,2,4,2,0,59,2,1,6,2,1,3058,21647,3,0,18,3,1,0,7,1,2,4,3,0,3,1
1617,23,1,461,0,9,3,4,2,0,53,2,1,4,3,0,2408,22447,0,0,11,3,2,0,5,2,2,4,4,0,0,1
1618,44,1,1368,2,22,2,5,1,1,92,2,2,8,1,1,4448,22747,2,0,19,3,1,0,17,2,3,5,3,1,2,1
1619,29,1,761,2,19,2,3,3,1,62,2,1,8,2,2,3463,11461,0,0,11,3,2,0,4,2,3,3,3,1,3,1
1620,37,1,918,2,9,2,4,1,1,87,2,1,7,2,1,2373,14794,2,0,12,3,3,0,7,3,3,3,2,0,1,1
1621,27,1,1237,1,17,2,2,3,1,33,2,1,7,3,0,2381,18784,3,0,13,3,1,1,4,2,2,3,0,0,2,1
1622,29,1,444,1,11,3,4,2,0,70,1,1,5,1,1,2142,14494,1,0,17,3,3,0,1,2,3,1,0,0,0,1
1623,31,1,1041,1,2,3,5,3,0,52,3,1,5,1,2,2348,8313,1,0,11,3,1,0,4,1,3,4,3,3,3,1
1624,37,1,1244,2,13,1,4,1,1,55,2,3,1,3,1,12848,24755,5,0,12,3,4,0,15,2,3,6,4,5,5,1
1625,27,1,513,0,16,3,4,2,0,58,3,1,4,3,0,2671,22658,1,1,11,3,2,1,8,2,1,6,6,0,0,1
1626,31,1,710,2,20,2,3,4,1,78,1,1,6,2,1,2373,14608,1,1,23,4,2,0,2,2,2,2,0,1,0,1
1627,35,2,910,1,18,1,5,1,0,79,1,1,6,1,1,4015,4929,1,0,19,3,2,0,8,4,3,7,1,4,5,1
1628,21,0,432,2,7,2,4,1,0,76,2,1,6,1,2,2092,5884,2,0,20,3,2,0,3,2,3,0,0,0,0,1
1629,27,1,1214,1,2,2,3,3,1,69,3,1,5,1,0,3559,16356,2,0,13,3,2,0,5,3,2,3,2,0,1,1
1630,33,1,1078,1,3,3,4,1,0,68,3,1,5,1,1,3293,3155,1,0,11,3,1,0,9,2,3,9,7,8,6,1
1631,34,1,371,2,3,2,3,2,1,73,2,1,8,2,1,2752,13147,3,0,17,3,2,0,1,2,2,1,0,0,0,1
1632,46,2,583,1,7,2,2,1,1,53,2,2,7,3,1,6631,23323,2,1,16,3,1,0,15,3,3,5,3,0,3,1
1633,29,0,291,1,27,2,4,2,1,82,1,1,6,1,2,4673,21907,5,0,16,3,3,0,6,4,3,2,2,1,2,1
1634,29,1,751,2,12,3,5,3,0,83,2,1,6,1,1,2349,11491,5,1,18,3,2,0,3,4,3,1,0,0,0,1
1635,29,1,330,1,26,3,3,2,0,51,2,2,7,1,1,6712,22993,4,0,15,3,3,0,9,4,2,6,3,0,1,1
1636,30,0,1194,1,23,2,1,2,0,58,2,3,2,1,1,9280,11981,4,0,13,3,1,1,10,2,2,6,4,0,5,1
1637,26,1,563,1,2,1,4,1,0,56,1,1,5,2,2,2347,4069,5,0,13,3,3,0,7,3,3,5,5,2,5,1
1638,33,1,1003,1,6,1,4,1,1,40,1,2,6,1,1,6723,12002,6,0,15,3,2,0,11,2,3,0,0,0,0,1
1639,46,1,1224,2,24,2,5,1,1,81,2,1,8,3,2,2492,10356,1,0,14,3,3,0,3,2,2,3,1,0,0,1
1640,28,1,753,1,6,3,2,2,1,72,3,1,7,2,1,4218,9742,4,0,16,3,2,0,8,3,3,5,4,2,3,1
1641,43,1,570,1,10,2,4,3,0,83,3,1,5,3,1,2529,11691,2,1,11,3,2,1,16,2,3,8,5,5,5,1
1642,32,0,963,2,2,2,2,2,1,88,2,1,6,2,1,2074,19935,1,0,14,3,3,0,6,1,1,4,1,0,3,1
1643,29,1,961,1,14,2,4,3,0,94,2,1,7,2,1,2303,3458,1,0,13,3,1,0,1,2,1,1,0,0,0,1
1644,48,2,1066,2,9,3,5,1,1,54,1,3,2,3,1,10537,24845,2,0,14,3,3,0,17,2,3,3,1,0,2,1
1645,30,0,297,1,26,2,4,2,1,83,1,1,6,1,2,4605,21929,5,0,16,3,2,0,6,4,3,3,2,1,2,1
1646,29,1,1019,1,3,3,2,3,0,87,3,1,5,1,2,2620,8532,4,1,11,3,3,0,7,4,3,4,1,0,3,1
1647,19,1,485,0,2,2,2,1,1,53,2,1,4,4,2,2571,18422,1,0,12,3,3,0,1,2,3,1,0,0,0,1
1648,30,1,692,1,15,3,4,1,0,74,1,1,6,3,1,4291,24775,3,1,11,3,3,0,4,2,2,2,2,2,2,1
1649,19,2,611,1,1,1,2,3,0,99,1,1,5,1,1,2326,20985,0,0,20,3,1,0,1,4,3,0,0,0,0,1
1650,31,1,392,1,11,4,4,1,1,72,1,2,7,3,1,6013,20834,3,1,16,3,2,0,11,3,2,7,7,5,7,1
1651,26,1,971,1,15,2,4,4,0,91,3,1,7,2,1,2192,3366,1,0,13,3,1,1,3,3,1,1,0,0,0,1
1652,19,1,537,1,20,1,3,4,1,48,3,1,5,2,1,1684,26831,1,0,19,3,3,0,0,2,2,0,0,0,0,1
1653,32,1,575,1,4,3,2,3,1,44,3,1,5,4,1,2233,3403,7,0,20,3,3,0,7,4,3,1,0,0,0,1
1654,32,1,344,0,12,2,0,1,1,58,2,1,4,1,0,2335,3226,4,0,14,3,4,2,5,3,2,3,2,2,1,1
1655,33,1,704,2,6,1,3,2,0,80,3,1,6,1,1,2981,17112,2,0,11,3,2,0,8,2,3,4,2,1,3,1
1656,49,2,552,1,8,2,2,2,0,50,2,2,7,2,1,6791,23432,3,0,14,3,1,0,17,4,2,4,3,0,2,1
1657,55,1,1168,2,23,2,5,1,1,94,3,1,7,3,1,2581,10263,1,0,15,3,3,0,5,2,3,4,1,1,0,1
1658,26,1,1041,2,15,2,5,3,0,92,3,1,8,1,1,2202,3366,1,0,13,3,1,0,2,3,1,1,0,0,0,1
1659,35,1,675,1,10,2,3,1,0,65,3,2,3,3,0,10013,22710,5,0,11,3,2,1,15,4,3,1,0,0,0,1
1660,35,1,363,1,26,2,5,2,1,75,2,2,6,3,1,5837,13972,1,1,16,3,3,0,9,1,3,7,5,5,5,1
1661,39,1,785,1,4,3,4,1,0,78,2,1,7,1,1,2479,14657,3,0,12,3,3,0,7,3,3,2,2,1,2,1
1662,23,1,1236,2,3,2,3,3,1,39,2,1,7,4,1,3299,4426,0,1,13,3,2,1,4,3,3,3,3,2,3,1
1663,31,0,579,1,19,3,4,2,0,70,1,2,7,3,1,4564,24753,3,0,11,3,3,0,4,2,3,2,2,1,2,1
1664,29,1,1135,1,3,3,3,3,0,66,2,1,6,3,2,3173,11465,3,0,13,3,3,0,2,3,2,1,1,1,1,1
1665,38,0,605,2,2,2,4,1,0,57,2,1,7,1,2,3561,17171,2,0,21,3,2,0,10,2,3,1,0,0,0,1
1666,27,1,732,1,7,1,3,2,0,69,3,1,5,2,2,2659,17150,1,0,12,3,2,0,5,2,3,3,2,0,2,1
1667,49,1,319,1,8,2,1,3,1,68,2,1,7,2,0,2338,3548,7,0,11,3,4,1,11,3,1,8,7,7,6,1
1668,32,0,1266,1,8,2,3,4,1,70,3,2,7,3,1,4801,23338,4,0,15,3,2,0,8,2,3,7,3,1,1,1
1669,45,1,418,1,4,3,2,4,1,44,3,1,5,2,1,2223,26497,2,0,22,3,1,0,4,3,2,1,0,0,0,1
1670,25,1,437,2,8,2,4,2,1,87,3,1,7,1,2,3134,17016,2,0,11,3,3,0,4,2,2,0,0,0,0,1
1671,56,1,165,1,22,3,4,3,0,91,2,3,2,4,1,10312,3565,1,0,11,3,3,1,38,3,2,38,9,14,6,1
1672,21,1,342,1,6,1,2,2,1,31,3,1,5,2,2,2679,4584,1,0,13,3,2,0,1,2,2,1,0,1,0,1
1673,21,1,587,1,14,2,3,4,1,40,3,1,5,1,1,1737,26893,1,0,19,3,2,0,0,2,2,0,0,0,0,1
1674,46,1,582,1,1,2,5,1,1,95,1,2,7,3,1,5471,19459,8,1,13,3,3,0,21,2,2,1,0,0,0,1
1675,37,2,395,1,6,2,3,4,0,48,1,1,5,3,0,2424,12128,0,0,14,3,3,1,6,3,2,3,3,2,1,1
1676,32,1,585,1,17,3,4,1,1,63,2,3,3,2,1,9946,22558,4,0,13,3,1,0,12,2,3,4,3,1,0,1
1677,36,1,290,1,5,3,4,2,1,67,1,2,7,3,1,5947,20912,4,0,17,3,2,0,12,3,2,7,7,7,6,1
